CustomerID,Age,Income, TransactionFrequency, AverageTransactionValue,YearsWithBank,MostTransactionArea,CreditCard
2755,36,19853,7,157,22,Food,1
2756,40,39823,3,255,26,Shopping,1
2757,46,65994,18,230,12,Utilities,0
2758,47,41604,19,184,5,Shopping,0
2759,56,30377,9,207,7,Travel,1
2760,61,53399,16,134,15,Entertainment,0
2761,64,53785,6,162,13,Travel,0
2762,42,34744,12,277,8,Food,0
2763,54,42409,6,202,24,Utilities,0
2764,64,52258,13,246,19,Food,0
2765,25,61189,5,211,19,Utilities,1
2766,59,40266,13,265,5,Utilities,0
2767,33,38105,7,100,21,Utilities,1
2768,25,78688,12,190,18,Entertainment,1
2769,18,45889,4,282,21,Travel,0
2770,61,53741,5,247,17,Entertainment,1
2771,22,59725,16,266,27,Entertainment,1
2772,20,23196,4,199,7,Entertainment,0
2773,18,49722,8,173,14,Shopping,1
2774,21,25314,16,148,15,Shopping,0
2775,57,48038,8,145,27,Shopping,1
2776,52,70596,17,240,23,Entertainment,0
2777,49,35022,14,225,17,Food,0
2778,59,25003,12,196,3,Shopping,1
2779,51,78315,3,225,24,Shopping,1
2780,60,32794,2,207,13,Entertainment,1
2781,42,27521,13,248,11,Travel,1
2782,27,74285,11,247,25,Food,0
2783,38,32202,12,146,3,Utilities,0
2784,63,74673,18,213,6,Utilities,1
2785,56,54111,9,116,6,Food,0
2786,44,69259,7,206,22,Entertainment,1
2787,44,52790,6,230,21,Travel,1
2788,19,66195,14,134,6,Travel,0
2789,58,36223,18,179,6,Utilities,1
2790,30,40795,14,200,26,Travel,0
2791,26,18267,5,211,6,Utilities,0
2792,53,64576,13,186,29,Shopping,0
2793,39,56293,1,141,24,Entertainment,0
2794,59,34890,12,197,14,Travel,0
2795,43,23766,19,117,11,Entertainment,0
2796,29,54227,10,188,16,Shopping,0
2797,34,75139,5,177,22,Food,1
2798,31,47930,6,193,28,Food,0
2799,31,40123,12,172,19,Food,1
2800,51,35943,3,124,7,Utilities,0
2801,37,68740,14,181,6,Utilities,1
2802,28,38311,4,246,11,Food,0
2803,33,44432,17,263,25,Shopping,0
2804,48,65626,17,321,4,Utilities,0
2805,23,59562,14,284,1,Food,1
2806,36,45006,15,140,22,Entertainment,1
2807,54,39515,7,179,9,Food,0
2808,21,71983,4,198,13,Food,1
2809,64,33254,17,195,8,Entertainment,0
2810,21,46845,6,203,2,Utilities,1
2811,37,27411,11,320,16,Entertainment,1
2812,27,67833,12,145,19,Utilities,0
2813,41,42876,15,164,8,Shopping,0
2814,52,39505,12,282,12,Utilities,1
2815,43,59924,11,169,11,Travel,1
2816,54,28617,17,219,9,Utilities,1
2817,55,59530,8,251,24,Travel,0
2818,38,44591,12,224,10,Utilities,1
2819,57,31920,9,209,1,Entertainment,0
2820,56,35146,11,246,19,Utilities,1
2821,38,39736,3,155,29,Food,1
2822,27,43339,7,175,27,Utilities,0
2823,55,32022,3,226,24,Entertainment,0
2824,63,54417,16,96,17,Entertainment,0
2825,21,31629,10,270,28,Utilities,1
2826,62,14523,7,215,23,Utilities,1
2827,37,78794,15,207,4,Utilities,1
2828,34,52968,10,118,12,Shopping,0
2829,24,80142,12,135,23,Travel,0
2830,21,34345,18,180,20,Utilities,0
2831,46,57196,9,240,8,Utilities,1
2832,31,63419,9,96,28,Travel,1
2833,20,47159,4,239,22,Food,1
2834,41,28333,5,181,26,Shopping,0
2835,54,46032,7,188,26,Shopping,1
2836,33,59395,7,212,29,Food,0
2837,21,58823,11,213,16,Travel,1
2838,41,49975,10,164,24,Travel,0
2839,51,63459,11,231,28,Entertainment,1
2840,47,62751,18,84,1,Travel,1
2841,35,42144,12,177,9,Shopping,0
2842,36,27193,16,207,11,Entertainment,0
2843,48,52856,4,182,12,Utilities,0
2844,36,38800,17,108,9,Utilities,0
2845,63,52156,17,237,6,Utilities,1
2846,36,70182,5,137,29,Entertainment,0
2847,39,56562,13,196,9,Shopping,1
2848,41,69443,3,207,6,Travel,1
2849,62,34827,17,200,6,Entertainment,1
2850,29,66311,11,258,29,Shopping,0
2851,47,75148,1,197,20,Travel,0
2852,55,50964,18,221,3,Food,0
2853,48,84830,17,197,3,Shopping,0
2854,53,37138,9,230,16,Food,0
2855,36,40417,7,269,2,Utilities,0
2856,62,59749,5,206,4,Utilities,0
2857,53,50816,16,239,9,Shopping,0
2858,47,38856,7,272,7,Food,1
2859,50,59286,13,267,3,Entertainment,1
2860,35,55333,13,180,24,Travel,0
2861,45,41205,15,251,13,Utilities,1
2862,64,52835,17,212,14,Utilities,0
2863,28,61385,17,255,29,Utilities,0
2864,62,40873,19,228,9,Utilities,0
2865,50,57754,10,213,1,Shopping,1
2866,34,36994,2,221,12,Shopping,0
2867,23,39892,14,212,1,Food,1
2868,21,66673,3,214,9,Entertainment,1
2869,37,59206,7,192,25,Food,0
2870,64,21697,11,187,7,Entertainment,1
2871,44,44386,17,288,3,Shopping,1
2872,32,57345,15,223,4,Utilities,0
2873,23,52082,19,171,7,Food,0
2874,64,59273,11,186,25,Entertainment,0
2875,31,51739,15,252,15,Travel,0
2876,28,48011,15,163,24,Entertainment,0
2877,56,47552,6,125,24,Food,1
2878,26,66367,15,129,1,Shopping,1
2879,43,60424,9,113,6,Utilities,1
2880,33,56071,5,135,22,Travel,1
2881,22,51332,19,140,5,Food,1
2882,27,41767,5,269,11,Shopping,0
2883,20,45398,13,197,17,Entertainment,1
2884,30,65970,18,181,3,Shopping,0
2885,60,64557,17,127,12,Shopping,1
2886,47,40271,15,192,20,Utilities,1
2887,62,51498,14,113,10,Food,1
2888,23,57477,16,181,7,Shopping,0
2889,34,56497,4,303,15,Entertainment,1
2890,62,56382,17,233,21,Entertainment,0
2891,36,33318,14,189,18,Utilities,1
2892,59,32427,18,234,19,Shopping,1
2893,52,67552,6,173,29,Entertainment,0
2894,63,72635,8,159,1,Entertainment,0
2895,43,27777,9,285,22,Utilities,1
2896,22,49583,1,142,13,Shopping,1
2897,46,62210,13,182,29,Utilities,1
2898,54,16943,3,215,24,Shopping,1
2899,37,33899,6,153,4,Entertainment,0
2900,38,48617,17,232,18,Food,1
2901,27,41041,8,184,12,Entertainment,0
2902,22,53137,6,233,4,Food,0
2903,53,72057,16,229,26,Shopping,1
2904,23,37208,1,187,4,Shopping,0
2905,43,50754,10,285,5,Travel,1
2906,21,44828,18,166,19,Shopping,1
2907,56,52045,14,267,9,Shopping,0
2908,56,50087,5,258,7,Travel,0
2909,52,89557,17,288,25,Food,1
2910,18,72343,14,208,7,Shopping,1
2911,41,26285,18,160,12,Utilities,0
2912,53,36497,4,303,10,Shopping,0
2913,23,38332,2,183,29,Shopping,0
2914,58,31485,7,159,20,Entertainment,1
2915,63,29474,7,190,21,Shopping,1
2916,61,47324,7,150,13,Shopping,0
2917,48,38904,13,226,23,Utilities,1
2918,37,36638,19,169,6,Travel,1
2919,41,80307,6,185,9,Travel,0
2920,42,39936,17,248,19,Travel,0
2921,53,43352,18,231,24,Entertainment,0
2922,38,61121,1,200,16,Shopping,1
2923,47,43302,13,208,27,Food,1
2924,41,32514,19,200,26,Food,0
2925,61,46130,16,178,11,Utilities,1
2926,59,80131,10,199,4,Entertainment,1
2927,47,42778,13,224,25,Entertainment,0
2928,39,36323,10,193,1,Shopping,0
2929,45,56303,14,220,21,Food,1
2930,24,45411,9,158,12,Entertainment,1
2931,52,91084,11,169,4,Utilities,1
2932,45,38196,3,163,5,Food,0
2933,31,76005,8,171,6,Entertainment,1
2934,27,67450,12,264,14,Shopping,1
2935,33,44279,3,236,29,Shopping,1
2936,33,49947,7,146,1,Shopping,0
2937,48,34551,14,221,8,Shopping,1
2938,59,41923,7,180,15,Food,1
2939,42,44173,7,165,12,Food,1
2940,30,52367,14,125,27,Entertainment,0
2941,23,28809,12,248,19,Utilities,0
2942,61,54672,1,131,23,Travel,1
2943,26,47811,5,197,7,Travel,1
2944,62,55971,11,152,9,Shopping,0
2945,53,58209,1,238,11,Entertainment,1
2946,60,46610,13,183,27,Travel,1
2947,37,57322,17,193,23,Travel,0
2948,35,48692,3,194,28,Travel,0
2949,60,61152,10,215,8,Travel,1
2950,38,54741,19,200,4,Travel,0
2951,21,52715,7,197,10,Entertainment,1
2952,50,48463,3,174,20,Travel,0
2953,44,69437,12,121,10,Travel,0
2954,24,56077,10,144,8,Entertainment,1
2955,23,30178,12,235,14,Food,0
2956,32,42920,15,184,4,Food,0
2957,35,46571,6,166,29,Food,1
2958,49,49983,19,129,20,Travel,1
2959,28,52650,5,114,26,Entertainment,1
2960,37,35836,2,164,3,Food,1
2961,41,48980,19,244,28,Shopping,0
2962,32,45288,19,172,3,Shopping,1
2963,24,66271,4,220,27,Entertainment,1
2964,38,35073,5,169,4,Travel,0
2965,59,49739,7,231,12,Food,1
2966,43,39719,4,182,29,Travel,0
2967,61,77944,11,138,18,Food,0
2968,31,68849,3,186,28,Utilities,0
2969,54,25364,5,291,19,Utilities,0
2970,38,38056,15,289,11,Travel,1
2971,35,63063,18,224,28,Shopping,0
2972,22,56859,16,193,18,Travel,1
2973,20,56388,16,215,14,Food,1
2974,40,52862,10,215,11,Travel,0
2975,43,64267,1,198,14,Travel,0
2976,54,61714,11,222,22,Food,1
2977,41,45641,17,210,29,Shopping,0
2978,36,32011,15,184,3,Utilities,0
2979,42,24649,7,140,2,Food,1
2980,38,48445,6,176,9,Travel,0
2981,29,22401,15,239,8,Entertainment,1
2982,58,53764,15,198,5,Travel,0
2983,50,45379,7,215,29,Travel,0
2984,21,79158,3,185,9,Entertainment,1
2985,59,55146,14,147,5,Travel,0
2986,24,49561,9,188,21,Entertainment,1
2987,39,25757,3,148,13,Travel,0
2988,50,31065,6,145,11,Shopping,1
2989,34,60220,9,260,11,Utilities,0
2990,41,45303,1,178,20,Shopping,1
2991,51,88030,9,162,12,Food,1
2992,45,48754,12,280,19,Food,0
2993,60,52533,4,240,13,Travel,1
2994,58,30246,16,181,26,Food,1
2995,56,64211,5,221,9,Food,0
2996,39,36114,17,188,4,Travel,0
2997,34,57866,17,165,7,Travel,1
2998,51,62176,6,223,5,Utilities,1
2999,23,51427,15,183,7,Entertainment,1
3000,63,76354,1,203,28,Travel,0
3001,23,40839,13,251,8,Utilities,0
3002,51,75133,16,245,14,Shopping,1
3003,18,30935,2,172,24,Food,0
3004,27,61985,19,224,10,Entertainment,1
3005,38,47863,2,143,6,Shopping,0
3006,22,39378,12,222,5,Travel,0
3007,19,25080,12,207,15,Shopping,1
3008,39,46089,8,218,16,Utilities,0
3009,19,45142,12,185,27,Travel,0
3010,27,52593,11,304,2,Travel,0
3011,51,60872,2,154,28,Entertainment,1
3012,33,37873,1,248,15,Utilities,0
3013,56,76374,4,148,8,Food,1
3014,39,41921,9,225,21,Shopping,0
3015,29,59032,7,228,24,Entertainment,1
3016,41,51352,10,202,22,Entertainment,0
3017,64,47019,14,175,24,Travel,0
3018,57,50600,1,207,13,Shopping,0
3019,55,35895,5,213,17,Entertainment,1
3020,27,44186,13,289,15,Travel,0
3021,52,29903,6,156,25,Travel,1
3022,49,41760,17,172,14,Utilities,1
3023,24,42999,15,214,25,Travel,1
3024,38,62678,7,187,19,Food,0
3025,37,45021,8,194,13,Utilities,0
3026,43,43278,2,253,21,Utilities,0
3027,21,53300,18,58,28,Food,0
3028,63,52712,7,170,7,Food,1
3029,39,41134,16,112,8,Entertainment,1
3030,32,55913,19,140,7,Entertainment,0
3031,57,47320,9,320,19,Food,1
3032,38,41110,12,229,15,Entertainment,1
3033,32,42567,14,247,7,Food,1
3034,39,64240,7,195,17,Food,0
3035,45,43018,2,237,21,Travel,1
3036,31,53916,17,111,25,Entertainment,0
3037,44,30763,11,251,18,Utilities,0
3038,58,66729,18,159,19,Utilities,0
3039,57,41255,12,173,25,Entertainment,1
3040,45,56004,3,225,3,Entertainment,1
3041,43,46226,14,215,24,Entertainment,0
3042,19,55832,15,204,22,Entertainment,1
3043,42,56651,19,131,7,Travel,0
3044,20,47830,10,204,21,Food,0
3045,25,22010,9,248,10,Entertainment,0
3046,61,66365,10,173,28,Entertainment,0
3047,50,47901,4,265,7,Food,1
3048,59,55520,19,156,26,Food,0
3049,52,60375,10,200,11,Food,0
3050,23,43142,17,276,26,Shopping,1
3051,56,57757,12,165,29,Utilities,1
3052,40,38785,1,252,3,Entertainment,1
3053,42,55813,11,298,27,Travel,0
3054,60,50295,13,208,21,Travel,0
3055,36,43662,1,173,22,Food,0
3056,22,50704,1,161,9,Travel,1
3057,28,34172,16,265,4,Utilities,0
3058,29,54635,7,263,8,Entertainment,1
3059,27,56192,10,272,24,Travel,1
3060,25,55184,16,198,26,Utilities,0
3061,41,72532,1,251,22,Utilities,0
3062,45,48575,9,197,12,Shopping,1
3063,58,49608,6,155,8,Shopping,1
3064,53,32445,15,256,15,Travel,1
3065,54,73587,4,281,28,Utilities,0
3066,38,27527,15,148,14,Food,1
3067,25,53428,10,148,5,Shopping,1
3068,26,40778,16,201,17,Utilities,0
3069,64,50934,13,247,20,Shopping,1
3070,32,30379,19,143,11,Entertainment,0
3071,63,63374,4,211,22,Utilities,1
3072,57,35672,16,170,15,Utilities,1
3073,35,67493,11,235,25,Entertainment,0
3074,59,36085,15,160,13,Shopping,0
3075,37,64628,11,238,4,Entertainment,1
3076,23,37535,11,192,22,Travel,0
3077,29,40780,3,153,13,Food,0
3078,19,49972,17,203,26,Shopping,1
3079,24,37281,5,103,13,Utilities,1
3080,33,36839,13,172,11,Travel,1
3081,20,37454,10,216,5,Shopping,0
3082,62,54782,5,111,25,Food,0
3083,20,49993,12,71,26,Utilities,1
3084,44,50789,8,83,14,Entertainment,0
3085,60,45130,12,266,22,Food,1
3086,57,58230,16,196,3,Shopping,0
3087,55,65750,2,173,18,Utilities,1
3088,50,58634,3,247,3,Shopping,0
3089,45,46865,18,179,6,Food,0
3090,18,31688,17,213,26,Utilities,1
3091,25,20343,2,201,8,Food,0
3092,54,49027,12,176,24,Shopping,0
3093,49,20102,17,214,28,Utilities,1
3094,60,47010,6,238,21,Utilities,1
3095,54,71039,17,190,17,Utilities,1
3096,21,32697,2,176,1,Shopping,0
3097,47,30708,8,182,28,Travel,0
3098,23,59554,14,85,7,Shopping,0
3099,63,7913,6,214,18,Entertainment,1
3100,36,55727,9,139,29,Travel,1
3101,49,72027,1,231,4,Shopping,1
3102,26,36912,5,195,10,Entertainment,0
3103,29,34336,7,205,5,Food,1
3104,28,58850,9,235,8,Entertainment,0
3105,63,32438,14,153,26,Utilities,0
3106,33,62162,9,218,25,Travel,0
3107,18,33660,4,213,13,Shopping,1
3108,62,76526,15,190,17,Shopping,0
3109,38,59934,4,153,25,Utilities,0
3110,47,50570,3,229,21,Travel,1
3111,30,75661,14,235,4,Travel,1
3112,51,65473,9,205,10,Utilities,1
3113,21,55529,19,146,21,Travel,1
3114,45,22051,6,173,25,Utilities,0
3115,55,39477,3,196,8,Entertainment,0
3116,48,66281,18,234,10,Utilities,1
3117,44,30498,16,120,13,Shopping,0
3118,22,38514,3,171,12,Food,1
3119,42,34668,2,179,21,Entertainment,0
3120,20,56035,2,195,13,Shopping,1
3121,50,64454,10,134,27,Entertainment,1
3122,21,64468,15,189,10,Shopping,0
3123,42,37207,3,184,21,Travel,0
3124,37,55829,8,148,1,Utilities,0
3125,51,36501,18,194,9,Shopping,0
3126,43,46841,11,172,3,Shopping,1
3127,22,57802,7,224,17,Travel,0
3128,52,65920,19,155,21,Food,0
3129,45,17759,7,204,10,Food,1
3130,46,51479,2,159,19,Utilities,0
3131,26,71109,6,170,6,Travel,1
3132,55,53483,5,214,7,Entertainment,0
3133,23,51239,14,211,11,Shopping,0
3134,36,41554,18,179,16,Utilities,1
3135,61,70711,4,186,4,Food,1
3136,28,42248,4,127,4,Entertainment,1
3137,19,48497,13,270,18,Travel,1
3138,64,42946,1,234,18,Shopping,0
3139,61,51622,5,232,7,Shopping,0
3140,61,71384,3,120,11,Food,0
3141,26,36408,19,170,5,Food,0
3142,38,51688,13,183,21,Utilities,1
3143,41,55865,7,103,28,Shopping,1
3144,51,37815,10,244,18,Shopping,1
3145,39,49114,3,272,7,Shopping,1
3146,20,77770,2,303,2,Shopping,0
3147,29,23472,7,147,29,Entertainment,0
3148,45,43681,9,205,28,Travel,1
3149,47,53758,12,266,5,Entertainment,0
3150,43,44360,10,187,5,Travel,1
3151,38,93293,19,171,19,Entertainment,0
3152,45,58230,13,106,2,Utilities,1
3153,43,34334,10,256,19,Travel,0
3154,50,14948,5,199,27,Shopping,0
3155,38,55104,15,163,5,Travel,0
3156,52,38665,3,214,12,Shopping,1
3157,51,69333,8,207,13,Utilities,1
3158,58,45877,6,208,22,Travel,1
3159,64,41474,19,189,20,Food,0
3160,35,41221,17,281,7,Shopping,0
3161,28,64797,10,193,2,Travel,0
3162,40,56233,1,280,22,Entertainment,0
3163,39,76339,13,228,14,Travel,0
3164,34,46773,10,217,25,Shopping,0
3165,22,62934,12,194,26,Food,0
3166,61,63190,2,248,5,Food,1
3167,28,60107,10,205,20,Entertainment,1
3168,47,42352,1,153,25,Utilities,1
3169,32,57101,1,151,22,Food,1
3170,44,48541,15,221,12,Utilities,0
3171,52,48147,1,154,4,Shopping,0
3172,50,37912,9,196,17,Travel,1
3173,37,18194,7,252,16,Utilities,0
3174,33,68725,16,215,25,Shopping,0
3175,51,56473,16,163,10,Shopping,0
3176,19,29852,13,270,3,Shopping,1
3177,52,60765,10,227,22,Entertainment,1
3178,57,69022,18,250,1,Entertainment,0
3179,45,61665,9,86,6,Utilities,1
3180,64,36625,12,216,3,Shopping,0
3181,56,39020,13,242,19,Utilities,0
3182,23,41781,11,285,27,Food,1
3183,26,62916,15,126,7,Utilities,1
3184,37,57184,10,260,27,Travel,0
3185,18,91854,10,282,9,Shopping,0
3186,25,25386,9,99,22,Utilities,0
3187,40,49211,3,223,12,Entertainment,0
3188,20,21083,16,230,14,Travel,1
3189,21,58949,12,183,1,Utilities,1
3190,42,66003,17,175,25,Utilities,1
3191,64,71631,15,233,13,Utilities,1
3192,55,52827,3,169,21,Entertainment,0
3193,32,21300,5,189,2,Utilities,0
3194,38,49247,13,240,3,Food,1
3195,52,56551,6,287,11,Food,0
3196,63,34922,9,226,5,Food,1
3197,31,46025,19,206,28,Utilities,0
3198,53,30844,7,174,2,Travel,1
3199,29,40809,13,149,14,Entertainment,1
3200,34,63686,5,255,28,Food,0
3201,56,60202,16,192,13,Food,1
3202,26,29071,4,257,14,Travel,1
3203,52,39425,5,183,28,Food,1
3204,30,50856,19,167,3,Entertainment,0
3205,32,53397,6,221,8,Travel,0
3206,35,40056,4,196,13,Shopping,1
3207,50,57146,1,139,22,Entertainment,1
3208,23,49470,17,290,12,Entertainment,1
3209,44,11350,9,168,18,Utilities,0
3210,40,41424,16,246,18,Shopping,1
3211,44,40996,2,242,17,Shopping,0
3212,51,60174,11,137,7,Travel,1
3213,63,60440,5,149,22,Food,0
3214,55,24918,13,184,13,Shopping,1
3215,31,56577,17,156,13,Travel,1
3216,53,48890,15,286,6,Shopping,1
3217,25,51896,12,189,21,Entertainment,1
3218,52,40792,6,244,19,Shopping,0
3219,36,49072,13,225,24,Food,1
3220,47,67254,18,213,19,Travel,1
3221,31,51682,15,202,21,Food,0
3222,37,49363,15,261,24,Utilities,0
3223,42,42811,8,158,28,Food,1
3224,57,65783,19,286,16,Food,0
3225,41,30788,14,135,3,Travel,1
3226,31,37970,7,239,14,Entertainment,0
3227,43,29926,14,129,21,Shopping,1
3228,55,53010,5,184,27,Shopping,0
3229,40,67696,15,204,6,Travel,0
3230,39,45068,15,175,17,Travel,1
3231,36,33958,4,190,16,Entertainment,0
3232,63,74546,1,130,2,Entertainment,0
3233,20,56769,17,150,23,Utilities,1
3234,59,54162,1,224,9,Shopping,0
3235,36,47147,16,201,13,Shopping,1
3236,26,60035,13,165,14,Utilities,1
3237,45,53927,18,266,26,Travel,0
3238,37,42780,10,139,20,Shopping,0
3239,62,45292,18,181,21,Food,1
3240,24,34701,17,174,12,Travel,1
3241,31,32831,9,230,20,Travel,0
3242,26,45550,14,202,11,Entertainment,1
3243,36,67313,13,194,19,Utilities,0
3244,64,34487,14,107,10,Travel,0
3245,31,62545,11,243,18,Entertainment,0
3246,55,38015,13,189,3,Food,0
3247,53,23200,17,205,16,Food,1
3248,57,58198,3,162,18,Shopping,0
3249,34,74431,1,154,14,Utilities,1
3250,47,37163,5,274,24,Utilities,1
3251,26,26451,13,111,17,Entertainment,0
3252,50,56823,5,147,5,Shopping,0
3253,42,36152,5,274,17,Utilities,0
3254,31,58049,12,232,21,Shopping,0
3255,28,67272,2,183,14,Entertainment,1
3256,52,54959,16,262,3,Shopping,0
3257,58,62146,17,222,25,Travel,1
3258,31,62249,5,211,15,Travel,1
3259,47,64849,12,211,12,Travel,0
3260,58,50678,15,223,17,Travel,0
3261,21,61686,6,225,26,Food,1
3262,21,52466,13,309,17,Food,1
3263,45,55869,11,190,24,Utilities,1
3264,25,95775,17,191,19,Food,1
3265,19,53624,9,138,27,Shopping,1
3266,58,27533,16,197,7,Shopping,0
3267,63,47038,17,293,26,Food,1
3268,39,45342,18,249,5,Shopping,1
3269,58,46028,13,172,2,Utilities,1
3270,33,64301,11,201,16,Entertainment,0
3271,46,66958,13,135,13,Food,1
3272,47,48415,13,151,11,Travel,0
3273,29,29121,12,207,7,Shopping,1
3274,52,51486,14,175,23,Shopping,0
3275,28,41849,13,147,3,Entertainment,0
3276,63,53156,9,224,6,Utilities,0
3277,38,48185,14,195,5,Shopping,1
3278,38,68245,1,121,1,Travel,1
3279,22,54122,9,96,1,Entertainment,0
3280,37,41897,4,171,18,Shopping,0
3281,54,29217,12,120,23,Travel,1
3282,20,49279,14,106,3,Shopping,0
3283,61,49333,9,256,25,Travel,0
3284,50,46063,3,195,19,Entertainment,0
3285,26,61629,6,186,10,Utilities,0
3286,26,29258,3,190,20,Food,0
3287,21,38561,1,143,11,Food,0
3288,52,50793,3,220,8,Utilities,0
3289,34,41607,14,193,20,Shopping,1
3290,51,44649,2,162,23,Entertainment,0
3291,41,49096,12,169,11,Travel,0
3292,49,60289,10,138,5,Entertainment,0
3293,18,48491,13,179,22,Utilities,1
3294,25,20454,4,188,24,Shopping,1
3295,62,40958,19,178,4,Shopping,0
3296,40,57436,1,202,13,Utilities,0
3297,64,61440,11,196,6,Entertainment,1
3298,57,62267,16,211,29,Food,0
3299,29,66517,19,247,26,Entertainment,1
3300,29,51776,19,229,2,Shopping,0
3301,63,53947,12,247,25,Shopping,0
3302,64,34791,3,157,28,Utilities,1
3303,32,17381,18,174,25,Entertainment,1
3304,58,28736,17,232,28,Food,1
3305,36,39472,5,233,26,Entertainment,0
3306,43,29604,16,166,26,Shopping,0
3307,46,45606,14,230,6,Entertainment,0
3308,39,43068,19,152,22,Shopping,0
3309,57,64067,6,224,10,Shopping,0
3310,38,35462,3,198,23,Travel,0
3311,55,52108,6,130,4,Food,0
3312,37,43703,12,178,16,Utilities,1
3313,46,34901,11,309,23,Food,0
3314,21,39084,7,210,10,Entertainment,1
3315,24,19231,1,315,1,Travel,0
3316,45,61225,16,127,13,Shopping,1
3317,45,71033,16,237,14,Food,1
3318,21,45988,17,73,23,Shopping,0
3319,39,50435,15,199,12,Shopping,0
3320,29,45562,9,231,13,Travel,0
3321,62,37698,5,241,1,Food,0
3322,20,60573,8,160,27,Travel,0
3323,39,54786,1,251,14,Shopping,1
3324,61,6317,7,173,8,Food,0
3325,19,34480,11,191,26,Shopping,0
3326,41,19204,13,178,22,Shopping,1
3327,51,73331,13,143,14,Food,0
3328,44,47422,7,278,1,Utilities,1
3329,58,53610,11,202,27,Travel,1
3330,18,44700,18,254,28,Entertainment,0
3331,25,66540,1,252,17,Shopping,1
3332,40,62910,12,151,16,Travel,0
3333,55,46767,3,260,12,Travel,1
3334,23,75769,1,225,29,Food,1
3335,39,52779,4,147,29,Food,1
3336,42,28098,6,222,20,Food,0
3337,35,51500,5,148,23,Travel,0
3338,34,57761,11,280,5,Food,0
3339,29,48001,13,240,21,Entertainment,1
3340,23,43827,11,196,24,Travel,1
3341,43,76465,6,263,18,Food,1
3342,44,32212,19,120,4,Shopping,0
3343,25,8544,15,162,20,Travel,1
3344,36,74285,13,187,11,Utilities,0
3345,59,31609,10,311,8,Utilities,1
3346,18,45700,1,146,22,Travel,1
3347,46,44338,13,114,26,Travel,1
3348,62,68476,6,127,9,Utilities,1
3349,52,71522,12,245,26,Shopping,1
3350,57,30614,17,170,25,Shopping,0
3351,31,70353,18,192,20,Shopping,1
3352,52,70076,8,238,10,Entertainment,1
3353,62,50290,14,192,7,Entertainment,1
3354,37,63988,5,210,19,Shopping,1
3355,30,65492,2,226,22,Utilities,1
3356,55,46213,11,178,29,Entertainment,0
3357,63,47636,3,191,1,Food,0
3358,25,58839,16,212,5,Entertainment,0
3359,60,25572,16,243,6,Utilities,1
3360,37,44692,9,160,12,Utilities,0
3361,50,31994,13,48,28,Travel,1
3362,43,71353,10,233,12,Utilities,1
3363,56,44516,17,246,21,Shopping,1
3364,38,54145,17,210,14,Utilities,0
3365,59,46723,10,213,7,Entertainment,1
3366,60,45747,8,171,28,Entertainment,0
3367,58,53164,7,225,20,Entertainment,0
3368,26,39040,14,242,21,Utilities,1
3369,41,47022,18,202,20,Shopping,1
3370,54,46912,19,324,14,Shopping,1
3371,58,43651,18,121,16,Travel,1
3372,34,55865,14,208,9,Food,0
3373,41,43295,10,141,2,Shopping,0
3374,38,74166,1,243,17,Entertainment,1
3375,56,59434,9,120,4,Travel,0
3376,58,29760,18,133,14,Shopping,1
3377,56,58263,13,168,14,Shopping,0
3378,30,39657,17,213,28,Food,0
3379,28,52035,16,170,15,Food,0
3380,63,39032,11,170,28,Food,0
3381,36,17083,9,190,12,Shopping,0
3382,28,49673,7,187,13,Shopping,1
3383,30,28483,1,274,22,Entertainment,0
3384,63,56295,9,234,10,Utilities,1
3385,62,52621,10,183,16,Food,0
3386,18,40941,16,304,29,Entertainment,0
3387,57,77383,18,224,29,Entertainment,1
3388,61,31410,14,151,15,Travel,1
3389,36,40634,11,212,8,Entertainment,0
3390,29,33189,4,226,4,Food,1
3391,25,80619,19,165,1,Utilities,1
3392,25,70283,13,147,14,Entertainment,0
3393,62,28668,1,204,9,Shopping,1
3394,29,37616,19,181,19,Shopping,0
3395,50,38125,15,273,6,Entertainment,0
3396,62,41739,15,237,16,Food,1
3397,43,34358,11,167,26,Utilities,1
3398,56,40913,5,221,24,Utilities,0
3399,45,65073,10,263,11,Food,1
3400,22,79203,18,130,21,Shopping,0
3401,25,26834,7,148,27,Shopping,0
3402,42,34383,1,199,23,Travel,1
3403,44,53203,3,201,11,Entertainment,0
3404,63,26295,1,197,14,Entertainment,0
3405,40,53591,17,184,11,Shopping,0
3406,47,58101,15,183,26,Entertainment,0
3407,62,60509,5,219,14,Food,0
3408,64,57682,16,256,25,Utilities,0
3409,40,41971,12,175,1,Travel,1
3410,64,47274,19,321,11,Food,1
3411,37,32307,14,298,24,Food,1
3412,35,56965,3,266,18,Food,0
3413,35,74050,19,231,17,Entertainment,0
3414,19,56933,1,300,4,Utilities,1
3415,21,39574,1,185,22,Travel,0
3416,47,64921,10,158,14,Shopping,0
3417,50,85484,3,173,8,Food,1
3418,53,53647,13,149,15,Food,0
3419,35,58317,6,206,16,Food,1
3420,54,60165,11,214,1,Shopping,0
3421,36,25933,6,210,1,Entertainment,1
3422,64,43833,3,199,10,Entertainment,1
3423,45,42292,16,206,2,Utilities,0
3424,57,62522,9,286,25,Entertainment,0
3425,37,60775,8,231,12,Entertainment,1
3426,50,48188,3,246,4,Travel,0
3427,29,41391,5,209,23,Travel,1
3428,32,24701,14,119,19,Entertainment,1
3429,58,49768,5,109,27,Travel,0
3430,56,35681,19,304,1,Utilities,1
